--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Macroboard V1: Advertising Started...
# Sensor debug mode enabled
# CSV columns:
# ms,joy_x_raw,joy_y_raw,joy_x_centered,joy_y_centered,joy_x_step,joy_y_step,pot_raw,pot_pct
40713,1934,0,-121,-2048,-1,-15,4095,99
40796,1936,0,-119,-2048,-1,-15,4095,99
40879,1929,0,-118,-2048,-1,-15,4095,99
40962,1922,0,-118,-2048,-1,-15,4095,99
41045,1930,0,-129,-2048,-1,-15,4095,99
41128,1920,0,-121,-2048,-1,-15,4095,99
41211,1929,0,-121,-2048,-1,-15,4095,99
41294,1931,0,-120,-2048,-1,-15,4095,99
41377,1919,0,-120,-2048,-1,-15,4095,99
41460,1920,0,-121,-2048,-1,-15,4095,99
41543,1926,881,-100,-1167,-1,-9,4095,99
41626,1926,1901,-114,-149,-1,-2,4095,99
41709,1930,1889,-116,-151,-1,-2,4095,99
41792,1929,1897,-118,-151,-1,-2,4095,99
41875,1919,1900,-121,-151,-1,-2,4095,99
41958,1930,1875,-122,-159,-1,-2,4095,99
42041,1945,1899,-116,-157,-1,-2,4095,99
42124,1927,1894,-116,-155,-1,-2,4095,99
42207,1938,1899,-119,-154,-1,-2,4095,99
42290,3024,1892,976,-171,7,-2,4095,99
42373,4095,1931,2046,-135,14,-1,4095,99
42456,4095,1899,2046,-147,14,-2,4095,99
42539,4095,1899,2046,-148,14,-2,4095,99
42622,4095,1901,2046,-149,14,-2,4095,99
42705,4095,1890,2046,-143,14,-2,4095,99
42788,4095,1898,2046,-149,14,-2,4095,99
42871,4095,1899,2046,-149,14,-2,4095,99
42954,4095,1878,2046,-157,14,-2,4095,99
43037,4095,1907,2046,-153,14,-2,4095,99
43120,4095,1891,2046,-152,14,-2,4095,99
43203,4095,1891,2046,-152,14,-2,4095,99
43286,1926,1899,-134,-165,-1,-2,4095,99
43369,1925,1902,-128,-155,-1,-2,4095,99
43452,1932,1902,-129,-155,-1,-2,4095,99
43535,1980,1899,-85,-155,-1,-2,4095,99
43618,1925,1860,-114,-172,-1,-2,4095,99
43701,1926,1898,-111,-158,-1,-2,4095,99
43784,1931,1899,-115,-155,-1,-2,4095,99
43867,1928,1898,-118,-154,-1,-2,4095,99
43950,1922,1891,-118,-154,-1,-2,4095,99
44033,1931,1902,-118,-154,-1,-2,4095,99
44116,0,1904,-2048,-152,-15,-2,4095,99
44199,0,1898,-2048,-156,-15,-2,4095,99
44282,0,1899,-2048,-155,-15,-2,4095,99
44365,0,1900,-2048,-152,-15,-2,4095,99
44448,0,1904,-2048,-156,-15,-2,4095,99
44531,0,1886,-2048,-152,-15,-2,4095,99
44614,0,1905,-2048,-157,-15,-2,4095,99
44697,0,1897,-2048,-153,-15,-2,4095,99
44780,0,1901,-2048,-152,-15,-2,4095,99
44863,1922,1900,-126,-152,-1,-2,4095,99
44946,1904,1900,-131,-150,-1,-2,4095,99
45029,1934,1900,-122,-111,-1,-1,4095,99
45112,1920,1899,-120,-145,-1,-2,4095,99
45195,1923,1905,-120,-145,-1,-2,4095,99
45278,1924,1899,-120,-136,-1,-1,4095,99
45361,1920,1887,-120,-148,-1,-2,4095,99
45444,1933,1899,-120,-148,-1,-2,4095,99
45527,1925,1885,-126,-159,-1,-2,4095,99
45610,1918,1901,-124,-142,-1,-2,4095,99
45693,1936,1903,-126,-147,-1,-2,505,12
45776,1936,1873,-121,-161,-1,-2,496,12
45859,1920,1904,-122,-155,-1,-2,4095,99
45942,1927,1893,-124,-155,-1,-2,417,10
46025,1927,1904,-123,-153,-1,-2,305,7
46108,1930,1899,-123,-143,-1,-2,160,4
46191,1922,1889,-122,-148,-1,-2,0,0
46274,1929,1899,-122,-148,-1,-2,0,0
46357,1921,1903,-129,-148,-1,-2,0,0
46440,1937,1902,-121,-188,-1,-2,0,0
46523,1930,1901,-121,-155,-1,-2,0,0
46606,1938,1901,-119,-153,-1,-2,0,0
46689,1931,1901,-112,-153,-1,-2,0,0
46772,1929,1898,-114,-153,-1,-2,4095,99
46855,1926,1883,-115,-153,-1,-2,4095,99
46938,1934,1901,-125,-153,-1,-2,4095,99
47021,1922,1891,-114,-153,-1,-2,4095,99
47104,1924,1902,-120,-153,-1,-2,4095,99
47187,1894,1898,-139,-153,-2,-2,4095,99
47270,1931,1900,-125,-153,-1,-2,4095,99
47353,1933,1900,-121,-160,-1,-2,4095,99
47436,1931,1899,-141,-155,-2,-2,4095,99
47519,1931,1899,-128,-155,-1,-2,4095,99
47602,1923,1891,-124,-153,-1,-2,4095,99
47685,1922,1898,-121,-153,-1,-2,4095,99
47768,1927,1897,-144,-153,-2,-2,4095,99
47851,1936,1898,-120,-153,-1,-2,4095,99
47934,1930,1899,-106,-153,-1,-2,4095,99
48017,1929,1898,-119,-152,-1,-2,4095,99
48100,1924,1901,-119,-152,-1,-2,4095,99
48183,1924,1898,-121,-152,-1,-2,4095,99
48266,1926,1899,-121,-151,-1,-2,4095,99
48349,1931,1898,-121,-151,-1,-2,4095,99
48432,1915,1888,-116,-158,-1,-2,4095,99
48515,1925,1903,-118,-153,-1,-2,3702,90
48598,1930,1898,-119,-152,-1,-2,4095,99
48681,1933,1904,-119,-151,-1,-2,4095,99
48764,1931,1902,-119,-150,-1,-2,4095,99
48847,1933,1893,-131,-150,-1,-2,4095,99
48930,1933,1910,-124,-148,-1,-2,4095,99
49013,1932,1904,-114,-150,-1,-2,4095,99
49096,1933,1893,-99,-164,-1,-2,4095,99
49179,1935,1902,-111,-87,-1,-1,4095,99
49262,1913,1890,-123,-146,-1,-2,4095,99
49345,1934,1903,-121,-147,-1,-2,4095,99
49428,1931,1895,-119,-151,-1,-2,4095,99
49511,1917,1888,-122,-152,-1,-2,4095,99
49594,1927,1858,-104,-173,-1,-2,4095,99
49677,1963,1901,-110,-155,-1,-2,4095,99
49760,1927,1895,-117,-153,-1,-2,4095,99
49843,1930,1898,-117,-152,-1,-2,4095,99
49926,1931,1899,-117,-151,-1,-2,4095,99
50009,1931,1904,-117,-151,-1,-2,4095,99
50092,1919,1890,-120,-151,-1,-2,4095,99
50175,1931,1931,-120,-134,-1,-1,4095,99
50258,1927,1899,-120,-149,-1,-2,4095,99
50341,1925,1893,-120,-151,-1,-2,4095,99
50424,1930,1899,-120,-150,-1,-2,4095,99
50507,1929,1901,-120,-150,-1,-2,4095,99
50590,1931,1901,-120,-150,-1,-2,4095,99
50673,1932,1899,-120,-150,-1,-2,4095,99
50756,1927,1899,-120,-155,-1,-2,4095,99
50839,1927,1899,-120,-154,-1,-2,4095,99
50922,1927,1878,-120,-198,-1,-2,4095,99
51005,1931,1901,-129,-155,-1,-2,4095,99
51088,1923,1902,-126,-153,-1,-2,4095,99
51171,1940,1901,-120,-135,-1,-1,4095,99
51254,1930,1887,-120,-154,-1,-2,4095,99
51337,1928,1872,-120,-162,-1,-2,4095,99
51420,1934,1904,-120,-157,-1,-2,4095,99
51503,1921,1887,-120,-146,-1,-2,4095,99
51586,1929,1889,-120,-150,-1,-2,4095,99
51669,1930,1900,-120,-131,-1,-1,4095,99
51752,1928,1883,-120,-152,-1,-2,4095,99
51835,1936,1904,-120,-158,-1,-2,4095,99
51918,1931,1898,-120,-164,-1,-2,4095,99
52001,1932,1904,-120,-153,-1,-2,4095,99
52084,1920,1902,-120,-153,-1,-2,4095,99
52167,1936,1894,-119,-151,-1,-2,4095,99
52250,1936,1902,-119,-151,-1,-2,4095,99
52333,1921,1879,-120,-157,-1,-2,4095,99
52416,1931,1899,-120,-156,-1,-2,4095,99
52499,1925,1904,-116,-153,-1,-2,4095,99
52582,1933,1890,-116,-147,-1,-2,4095,99
52665,1930,1898,-119,-155,-1,-2,4095,99
52748,1934,1904,-119,-152,-1,-2,4095,99
